ALLOT_NAME,ALLOT_NO,BLMDATA,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_C,ST_ALLOT,GlobalID,SHAPE_Leng,SHAPE_Area,FID,OBJECTID
Boyd Individual,40,0,2042.65005,ID,B01000,IDB01000,ID00040,{F2EBDD37-22D9-4717-97EF-56B8796DCF3F},15347.88379,8266344.307,18,278725
West Crane Individual,42,0,2673.904246,ID,B01000,IDB01000,ID00042,{CF210839-72CF-47A5-93C1-419D879B24AB},19470.58222,10820949.55,19,278726
Riley Butte,44,0,996.3328542,ID,B01000,IDB01000,ID00044,{A15F5823-EE2F-4FE0-AECA-429A9BE726B2},9257.766893,4032032.024,20,278727
Branch Individual,45,0,12916.21802,ID,B01000,IDB01000,ID00045,{0C80E94B-C61C-469D-B854-636A2D3CFB10},37208.81226,52270287.47,21,278728
Cow Creek,46,0,2203.609081,ID,B01000,IDB01000,ID00046,{F2D19ADE-1990-4BB8-BB47-8781EEC3D34D},18899.32171,8917724.983,22,278729
Glasscock Draw,47,0,1441.38413,ID,B01000,IDB01000,ID00047,{7A5DCA05-59C9-4A16-B8C8-49F14ADFECB1},12878.70456,5833097.791,23,278730
Brent Mountain,51,0,2529.335158,ID,B01000,IDB01000,ID00051,{6C67202D-6114-4F27-83E7-F597FA47E61C},17708.04258,10235896.88,24,278731
M. Brent Individual,52,0,1102.059609,ID,B01000,IDB01000,ID00052,{95FF32D8-D98C-4C3E-A0C0-870493D9CA01},10374.41073,4459894.72,25,278732
Three Springs,53,0,243.4439525,ID,B01000,IDB01000,ID00053,{AC797C54-3147-4268-A44F-BCF7430F6776},4054.675505,985186.6357,26,278733
Butler,57,0,513.2719778,ID,B01000,IDB01000,ID00057,{38726FA2-5183-4BB3-894E-98C10CFC1F5D},7886.787168,2077146.25,27,278734
Minnie,59,0,7145.294636,ID,B01000,IDB01000,ID00059,{40838039-DE1E-4D2C-A34B-788F731F39AB},27123.24313,28916096.34,28,278735
T. Cada Individual,63,0,2648.892222,ID,B01000,IDB01000,ID00063,{615DF839-5C1E-4E29-949F-28B62BB6BD1E},21121.76633,10719729.08,29,278736
Canaday Individual,64,0,650.6663904,ID,B01000,IDB01000,ID00064,{D9AC823D-EA6A-4E16-9196-D36703A2919E},9473.988135,2633163.919,30,278737
Carr Individual,66,0,4412.067666,ID,B01000,IDB01000,ID00066,{F783D6FD-1615-458B-85BD-840A4DE974BC},24210.31669,17855075.29,31,278738
Mitchell Individual,67,0,379.1807599,ID,B01000,IDB01000,ID00067,{CE58C974-4DE2-4883-926C-15DAD9B51C2A},5483.937116,1534496.188,32,278739
Chandler Individual,68,0,3359.013425,ID,B01000,IDB01000,ID00068,{BB43A336-9DE1-44DE-ADAB-C914ECBD2A55},20799.03502,13593499.04,33,278740
Chrestesen,69,0,2202.599901,ID,B01000,IDB01000,ID00069,{A540D444-281B-4953-BEC4-6C37842A0141},15200.76463,8913640.958,34,278741
Mcfadden,71,0,807.9722589,ID,B01000,IDB01000,ID00071,{97E5EFCA-C17D-4922-8EC3-1CA8CA59B12F},9020.202725,3269760.712,35,278742
Cove Creek,74,0,3907.940632,ID,B01000,IDB01000,ID00074,{3F756736-EF73-4918-ACAC-DEAF8329B3CC},18581.78853,15814937.46,36,278743
Fruitvale,76,0,997.3212859,ID,B01000,IDB01000,ID00076,{6F80EC94-D78A-4788-BA84-91DF24E2431F},16062.23704,4036032.081,37,278744
Fruitvale Glen,79,0,907.2515307,ID,B01000,IDB01000,ID00079,{A0F74017-07C3-4CB6-817D-1803986A8998},9165.665098,3671531.267,38,278745
East Riley Butte,80,0,718.6646581,ID,B01000,IDB01000,ID00080,{533A19E4-8D3D-4FAD-AA1D-6E6E8E09EB10},7469.81887,2908344.239,39,278746
Milk Creek,81,0,3771.521906,ID,B01000,IDB01000,ID00081,{5F1537D4-56DC-4F78-A8FD-6B1E11DD624D},24200.08208,15262868.27,40,278747
Cambridge,82,0,983.8109889,ID,B01000,IDB01000,ID00082,{CE6DAA18-192A-4167-BA14-00AC33E0191D},9406.905431,3981357.632,41,278748
Cove Springs,85,0,722.0641629,ID,B01000,IDB01000,ID00085,{3B985308-461A-4EB5-9C34-7F76A76596E5},7323.610735,2922101.601,42,278749
Webb Creek FFR,87,0,1580.275915,ID,B01000,IDB01000,ID00087,{BEC25487-17E0-49CC-B4EA-B6BC36268C71},11838.63382,6395175.136,43,278750
Round Valley FFR,88,0,322.6453872,ID,B01000,IDB01000,ID00088,{74F0696C-8504-4756-93AE-D899574DFC53},4849.990392,1305704.743,44,278751
Gambril Individual,90,0,1038.048554,ID,B01000,IDB01000,ID00090,{7258CBBA-A5C7-4E3F-A5D7-6B2B46AA3FB7},10535.54607,4200850.142,45,278752
East Garden Valley,92,0,2317.931444,ID,B01000,IDB01000,ID00092,{C556849F-EE39-4DB6-B202-51F1F421F426},16565.91333,9380373.008,46,278753
Horse Flat,95,0,6253.531715,ID,B01000,IDB01000,ID00095,{96AF20BF-1432-4EC1-A1E4-FA125DD14DC4},32465.66964,25307245.5,47,278754
Emery Individual,99,0,2044.857869,ID,B01000,IDB01000,ID00099,{44C83A30-D853-4A13-A08E-C64B6308C0D2},11976.03152,8275279.07,48,278755
Wma,100,0,24649.7668,ID,B01000,IDB01000,ID00100,{B7B22C5C-70C0-481F-9192-76B350B1DEDD},70755.57667,99754463.31,49,278756
Sage Creek,101,0,2996.85161,ID,B01000,IDB01000,ID00101,{7FB0AFD9-9C8E-48D1-B38C-32E0E2BE5384},16734.00845,12127876.35,50,278757
North Rush Creek,102,0,752.7368286,ID,B01000,IDB01000,ID00102,{EF0DE23D-81E0-4041-9105-FDF165C736BD},7989.908105,3046229.969,51,278758
Dry Ridge,103,0,182.68348,ID,B01000,IDB01000,ID00103,{D4AEBB9F-5486-4058-B584-30EC7E0A49AE},3477.021366,739296.7506,52,278759
Ridge Creek,105,0,1022.497982,ID,B01000,IDB01000,ID00105,{9846C729-7710-4A72-9C90-33485C3C66C9},10031.97458,4137918.961,53,278760
Indian Creek,106,0,620.741321,ID,B01000,IDB01000,ID00106,{A12ABE83-F89E-4BA1-9813-FB1ADC8BF6B3},8419.159456,2512060.979,54,278761
Indian Creek Custodial,107,0,1190.642933,ID,B01000,IDB01000,ID00107,{7E11E3FB-0B84-4A79-B3B6-9429354CF192},10760.26442,4818380.137,55,278762
Beaver Creek,108,0,1460.902893,ID,B01000,IDB01000,ID00108,{FF361A7D-F9C3-4000-9A26-A63DDDB48629},13268.71721,5912087.736,56,278763
Long Gulch,109,0,1882.417368,ID,B01000,IDB01000,ID00109,{D58063B3-4EC8-474E-AE0B-0C94F441A715},12982.12935,7617903.074,57,278764
Frasier Individual,110,0,4928.141104,ID,B01000,IDB01000,ID00110,{58451C91-9FC0-40D6-A066-ED66C414B17B},38488.90575,19943558.69,58,278765
Butte,111,0,425.2016168,ID,B01000,IDB01000,ID00111,{C2165187-7F64-43B1-855F-57ECB6B6D78B},9111.838381,1720736.728,59,278766
Thorn Springs,112,0,718.8309911,ID,B01000,IDB01000,ID00112,{A015D43F-4568-459C-837E-3FE2EA9DDF4A},7237.284209,2909017.367,60,278767
Gatfield Individual,114,0,972.0272805,ID,B01000,IDB01000,ID00114,{8E5B5EC5-75A5-4F6E-889C-AB4B83BD0274},14059.29509,3933670.467,61,278768
Patterson & Goodwin,116,0,4181.938973,ID,B01000,IDB01000,ID00116,{F65A6892-9B01-4C8A-979B-19E368BA3337},21491.66768,16923773.81,62,278769
Bear Creek,122,0,1405.915153,ID,B01000,IDB01000,ID00122,{2366B230-9155-48B2-8B7A-496F724B23C1},11327.46335,5689559.365,63,278770
Greenwood,123,0,277.3873221,ID,B01000,IDB01000,ID00123,{EEAEF1F4-3562-422B-ADD4-9065C29FD866},5536.132321,1122551.125,64,278771
Sand Hollow,124,0,5783.801748,ID,B01000,IDB01000,ID00124,{5EF838B2-16AB-4049-AF73-80CB4C08DAFF},28137.85905,23406308.22,65,278772
Dechambeau Individual,125,0,4500.49903,ID,B01000,IDB01000,ID00125,{A2528718-FA78-4C30-A24F-C447CDF1CEDA},25510.45818,18212945.74,66,278773
Sunnyside,127,0,803.8522353,ID,B01000,IDB01000,ID00127,{790112C2-0E91-44B5-8E5A-B18DC183D6F1},12802.36001,3253087.502,67,278774
Hillard,128,0,1039.689628,ID,B01000,IDB01000,ID00128,{77E13829-6EFF-4F7C-92BA-3AB1B78BF080},11097.23715,4207491.358,68,278775
Gross,130,0,1632.991635,ID,B01000,IDB01000,ID00130,{3FEA868A-4A60-433F-9293-CB46F89376A9},13885.56959,6608508.932,69,278776
Big Hill,135,0,2150.545771,ID,B01000,IDB01000,ID00135,{8C13BF14-CF86-4A79-A340-C423FA5504ED},16801.30363,8702984.531,70,278777
Upper Robinson Gulch,138,0,640.9495499,ID,B01000,IDB01000,ID00138,{938D3CDD-7341-47B4-B201-A0F1B0641749},6441.783361,2593841.105,71,278778
Helmick Individual,141,0,627.7124312,ID,B01000,IDB01000,ID00141,{C7E5CF43-1E27-469C-BF7D-E28690E6AF6E},9995.829681,2540272.173,72,278779
Wolf Creek,142,0,1758.035253,ID,B01000,IDB01000,ID00142,{C9D6ACCC-C2C1-432B-B3DF-9B1A1CECA631},14296.15328,7114544.512,73,278780
Herrick FFR,143,0,40.17209044,ID,B01000,IDB01000,ID00143,{F1F51CF1-3F50-42D5-AA95-30F5401E2EF2},1613.462738,162571.3279,74,278781
Lacey,144,0,434.1922178,ID,B01000,IDB01000,ID00144,{C4DB2345-C122-492C-8386-3C338D5507E9},10136.3699,1757120.544,75,278782
Scott Creek,145,0,7578.288508,ID,B01000,IDB01000,ID00145,{E27943B5-DF90-48C3-A589-9C89BE771791},34773.16805,30668367.33,76,278783
Holbrook Individual,147,0,1571.896279,ID,B01000,IDB01000,ID00147,{85EC3851-4B65-4FAB-92BF-CEB010D541E9},12417.48726,6361263.818,77,278784
Indian Mountain Common,148,0,905.7012412,ID,B01000,IDB01000,ID00148,{C3FC721C-E60E-49EB-87A9-DD05A5E90DD4},8999.841522,3665257.443,78,278785
Grays Creek Road,149,0,432.1039793,ID,B01000,IDB01000,ID00149,{917DC7D9-3536-4209-B0DD-F54F4B4229E5},6204.459825,1748669.709,79,278786
Hopper Creek,150,0,599.8193727,ID,B01000,IDB01000,ID00150,{F387DF20-0439-41AE-BA9B-D136FC861B9C},7292.279006,2427392.522,80,278787
Deer Creek,151,0,575.8864863,ID,B01000,IDB01000,ID00151,{B6E63959-0CCD-4F17-83C4-31E2A06BD81D},8845.979047,2330539.182,81,278788
Council-Cuprum Road,152,0,469.8465278,ID,B01000,IDB01000,ID00152,{3B382728-8363-416C-B32A-8B4F134E454E},10319.86086,1901408.991,82,278789
Horning Individual,153,0,329.689081,ID,B01000,IDB01000,ID00153,{528EC1FE-2598-4091-93D3-C173F1FEAADF},5803.27343,1334209.674,83,278790
Little Johnson,161,0,239.1808904,ID,B01000,IDB01000,ID00161,{47BA986B-1CDC-4C37-9F9E-BE3AD2131A47},4547.100518,967934.567,84,278791
Lower Bissel Creek,162,0,553.1885317,ID,B01000,IDB01000,ID00162,{38ECEC39-9DA5-441D-93F5-B47E6CFF3762},7164.045674,2238683.454,85,278792
Kaufman,163,0,1839.457114,ID,B01000,IDB01000,ID00163,{CA7C02D1-70B6-45AE-9132-86A1178D4963},11652.17653,7444048.403,86,278793
Keithley Creek,164,0,1765.216672,ID,B01000,IDB01000,ID00164,{8B8A4E0A-C14D-4764-8517-4248FBB4F7D4},15464.43172,7143606.801,87,278794
Kennedy Individual,166,0,281.8833759,ID,B01000,IDB01000,ID00166,{98030C74-511F-48B7-89CD-FDFC882F9B62},6017.011705,1140746.081,88,278795
Lupine Hills,167,0,217.2772876,ID,B01000,IDB01000,ID00167,{EE6E190E-40E6-4411-8EC2-3ACA5A611CAD},6123.947956,879293.479,89,278796
Rush Creek,169,0,606.9609772,ID,B01000,IDB01000,ID00169,{9D1E5C7E-0970-4CC8-99A5-22FAAE1B5F05},6945.768387,2456293.685,90,278797
Little Jackson FFR,170,0,10822.95387,ID,B01000,IDB01000,ID00170,{17993183-CE7A-42A1-B5CC-87B9CEEED470},33436.78962,43799114.34,91,278798
A. Legg Individual,171,0,1251.411946,ID,B01000,IDB01000,ID00171,{F3749BED-FC25-4BB6-8E27-1DDC7D8E3196},9463.565469,5064304.587,92,278799
East Pine Creek,172,0,243.7981733,ID,B01000,IDB01000,ID00172,{083D5CC4-DC6A-41F8-9B73-74651645118A},5092.03815,986620.122,93,278800
Sage Hen Flat,174,0,1441.903199,ID,B01000,IDB01000,ID00174,{45DF5B06-0D50-4CDC-8064-45AA63E3EC44},13505.15455,5835198.398,94,278801
Black Canyon Fenced,175,0,96.32086613,ID,B01000,IDB01000,ID00175,{14A108F3-EAD1-4C6D-94EC-EC2E63C8F5E4},2648.062449,389798.2639,95,278802
Big Flat,177,0,2772.745456,ID,B01000,IDB01000,ID00177,{9290D7BD-C3A4-4EBC-864D-2CC3804EE873},14539.17665,11220947.33,96,278803
Paddy Flat,178,0,32407.07277,ID,B01000,IDB01000,ID00178,{30C67F96-285F-4D9C-BF56-105E9A7EE097},74213.36321,131147291.5,97,278804
Sandy Ridge,179,0,905.6778438,ID,B01000,IDB01000,ID00179,{00F8E1CE-99BA-4DEE-965A-D5B3177FF379},9658.380041,3665162.756,98,278805
Maddox Individual,185,0,544.9249627,ID,B01000,IDB01000,ID00185,{17121F23-CC14-42A9-A1D0-D94BE2999923},8634.337365,2205241.844,99,278806
Marvin Individual,187,0,2353.395396,ID,B01000,IDB01000,ID00187,{7F779395-90B0-4C78-AA8B-D49F7CE9A7DE},32968.25682,9523891.099,100,278807
Westside (south),188,0,2740.004199,ID,B01000,IDB01000,ID00188,{0DCF3864-7699-460E-8DB6-795B5AA921D5},16050.40976,11088447.63,101,278808
McCool Individual,189,0,2176.04476,ID,B01000,IDB01000,ID00189,{E1F1CDE0-B70E-4439-9B8A-D0668C6A3FE5},29991.57966,8806175.689,102,278809
River,190,0,2394.625914,ID,B01000,IDB01000,ID00190,{FE3D180F-A704-434F-881C-608A4A18E411},14095.29826,9690745.75,103,278810
Linson Creek,191,0,7237.925743,ID,B01000,IDB01000,ID00191,{19A4650D-6E4D-4C25-A9F0-CBF3F174D055},31938.61732,29290962.62,104,278811
Fenced Federal Range,192,0,3095.246027,ID,B01000,IDB01000,ID00192,{816B9BAD-07CD-45BF-AD86-7C159FB96499},14665.11058,12526066.02,105,278812
Grouse Creek,194,0,13550.53951,ID,B01000,IDB01000,ID00194,{7651E152-B282-4C65-8016-70D4A1F7B6D7},53845.7508,54837305.66,106,278813
McPherson Individual,196,0,276.7216275,ID,B01000,IDB01000,ID00196,{41E59ADC-BD3D-445C-B3F0-35F593D186D7},5822.823145,1119857.143,107,278814
Buck Creek,197,0,1141.6057,ID,B01000,IDB01000,ID00197,{DBED25CA-7646-4BFB-98B4-FFF9230090F9},13168.56171,4619932.71,108,278815
Grouse,198,0,3626.304076,ID,B01000,IDB01000,ID00198,{9DFA11E7-9D0F-4688-8609-C79E95547E08},22364.67432,14675190.23,109,278816
Advent Gulch,200,0,1147.113342,ID,B01000,IDB01000,ID00200,{8C4B5D2D-F55C-4E0C-AF35-AF8AC882183D},10315.43641,4642221.432,110,278817
Sage Creek,203,0,4731.020967,ID,B01000,IDB01000,ID00203,{DF328F4E-80B6-4350-94DB-D7B876E42C65},23644.69393,19145838.63,111,278818
Rocky,206,0,2561.915633,ID,B01000,IDB01000,ID00206,{11F3F09B-8634-497D-AF81-C6905F379E56},17687.92632,10367745.91,112,278819
Nissula Individual,211,0,345.7271001,ID,B01000,IDB01000,ID00211,{4838D653-5ACA-4E40-8343-5A1B8F84F5CF},5770.982911,1399113.493,113,278820
Pratt Individual,222,0,731.3785517,ID,B01000,IDB01000,ID00222,{51C1541A-E722-454D-8847-ABD1EED0AD0B},9029.452307,2959795.745,114,278821
Rush Peak,223,0,968.9676334,ID,B01000,IDB01000,ID00223,{2EA04019-5453-46B8-B396-B7A6EF72B320},8693.537561,3921288.465,115,278822
Pleasant View,224,0,6078.971916,ID,B01000,IDB01000,ID00224,{C5EDEF2B-D023-45DC-AE91-84DF7F48C19A},29266.03251,24600824.25,116,278823
Indian Head Mountain,225,0,1459.814261,ID,B01000,IDB01000,ID00225,{B74967D9-608E-4700-8675-8E1E7CCA4363},12546.85164,5907682.183,117,278824
West Fork,227,0,41.72749719,ID,B01000,IDB01000,ID00227,{E55B496E-EC02-415C-A4E4-04D4B2658EF6},1643.675378,168865.8607,118,278825
Sagebrush Hill,228,0,2271.349318,ID,B01000,IDB01000,ID00228,{5C045302-7362-474E-A139-3CDC15475F41},14966.62879,9191861.085,119,278826
Mann Creek,230,0,4140.474552,ID,B01000,IDB01000,ID00230,{A3F379E9-BB0D-472E-B149-7DCDC2AD5A16},27648.64031,16755972.58,120,278827
Rocky Slope,231,0,3016.784751,ID,B01000,IDB01000,ID00231,{3B2A2B11-6400-419C-9AFF-25CD3FD4ABF0},17921.68299,12208543.23,121,278828
Jacknife,232,0,4686.575464,ID,B01000,IDB01000,ID00232,{16DC1654-215C-4F79-B1CE-3CF5E90BDA38},24116.62593,18965973.34,122,278829
Middle Fork,236,0,1636.786736,ID,B01000,IDB01000,ID00236,{EBFC29D1-7550-4CC3-9F1B-D25FB627C63F},11858.93545,6623867.222,123,278830
Roy Slyter,242,0,898.659819,ID,B01000,IDB01000,ID00242,{8F35F8C8-A06A-459B-B403-215F6E8BB5A4},7934.273688,3636761.705,124,278831
Rocky Ridge,243,0,2114.210572,ID,B01000,IDB01000,ID00243,{91A84386-32F0-4F11-8035-B517A05C8299},15099.74305,8555940.614,125,278832
Smith-Black Canyon,246,0,1585.584527,ID,B01000,IDB01000,ID00246,{94CF3732-4244-42DA-ACFB-CF9F6FCC54CC},15851.34621,6416658.412,126,278833
School Creek,247,0,1342.228183,ID,B01000,IDB01000,ID00247,{29DC8710-E87D-4FE4-8A7E-F756431EB2B0},15549.42485,5431826.317,127,278834
Sturgill Creek,249,0,13939.89263,ID,B01000,IDB01000,ID00249,{735DF146-B1E8-4C93-9A6C-475D59E306A6},40576.79762,56412968.06,128,278835
Hog Creek,251,0,1294.997041,ID,B01000,IDB01000,ID00251,{AF664D03-1E54-4033-A87E-4414947441D2},11361.07899,5240687.907,129,278836
Willow Creek,252,0,496.571518,ID,B01000,IDB01000,ID00252,{7797678F-8F02-478D-A951-5495F48D33BB},6291.817631,2009561.619,130,278837
Sand Hollow,254,0,15672.10885,ID,B01000,IDB01000,ID00254,{34A3530E-0C72-4AFB-85F6-BD017DE7B84E},46009.13844,63423026.27,131,278838
Sutton Ranches Individual,256,0,3841.685903,ID,B01000,IDB01000,ID00256,{F035AE11-6BF1-490C-8503-8C9D6809DCDB},27969.89879,15546813.02,132,278839
Little Weiser River Confluence,258,0,655.2545586,ID,B01000,IDB01000,ID00258,{6F6535D7-E142-44FB-B43D-1D78F4A84978},7658.11559,2651731.651,133,278840
Towell,259,0,495.2406492,ID,B01000,IDB01000,ID00259,{330E8F19-4062-4D6E-AD99-87E94DA05F9B},8956.111073,2004175.762,134,278841
Crane Creek Individual,260,0,710.649819,ID,B01000,IDB01000,ID00260,{BB543729-A59D-4898-A461-5EBC4FCD9B98},8630.168835,2875909.207,135,278842
Twin Sisters,261,0,8347.833197,ID,B01000,IDB01000,ID00261,{58DA65CB-EFCB-4F39-B863-03AFFF9C4682},27820.12811,33782616.56,136,278843
Grizzly Creek,262,0,909.5369351,ID,B01000,IDB01000,ID00262,{CA8438FA-824E-49FF-96CA-2085E2031202},11502.52252,3680780.007,137,278844
Split County,263,0,518.7426692,ID,B01000,IDB01000,ID00263,{1B2F6514-B255-49CE-ADA6-5785EE26DB37},6431.020905,2099285.44,138,278845
West Payette,265,0,34.03690996,ID,B01000,IDB01000,ID00265,{60F1E5D9-F399-41AD-B3A2-70C9418D2425},1560.792179,137743.0348,139,278846
Montour Individual,266,0,6187.294074,ID,B01000,IDB01000,ID00266,{8AE536F2-4CA8-4683-B8D4-F3A97FEC73FC},31888.39982,25039190.21,140,278847
Alder Creek Individual,267,0,1897.192662,ID,B01000,IDB01000,ID00267,{D3F67796-5B57-40C9-A715-52CFAEB2B8AE},19523.23579,7677696.805,141,278848
West Pine Creek,268,0,9895.618122,ID,B01000,IDB01000,ID00268,{6E61394C-AB99-4352-9FFC-28A50908CCAB},57849.43808,40046304.81,142,278849
Thorn Creek South,270,0,56.56728496,ID,B01000,IDB01000,ID00270,{4607BA1A-2562-48D3-AE96-E42D118DFA30},2205.230774,228920.5897,143,278850
Williams-Fairchild,271,0,1614.639305,ID,B01000,IDB01000,ID00271,{58722541-2869-4527-AD11-3E2CEB1DC85B},11012.74376,6534239.394,144,278851
Thousand Springs,272,0,4406.460111,ID,B01000,IDB01000,ID00272,{C73A3FB9-B6D6-4438-BDC8-EA3DB2CE7EC8},24544.05962,17832382.23,145,278852
Perkins Creek,273,0,1443.239192,ID,B01000,IDB01000,ID00273,{6B79A5D9-2B95-4790-88E1-D17CD41F665A},10348.97932,5840604.99,146,278853
Woodland Individual,275,0,1278.303474,ID,B01000,IDB01000,ID00275,{E9DDE6DC-F8A0-4340-8776-E34E652F50C7},11133.38481,5173131.171,147,278854
Starkey,276,0,359.119711,ID,B01000,IDB01000,ID00276,{AAAD01C9-BE6E-40D8-A441-9324525D543A},5675.808967,1453311.681,148,278855
Spring Creek,284,0,8980.621122,ID,B01000,IDB01000,ID00284,{BEF49FD8-6110-4BD6-B9FA-03D6DB87E355},28887.15667,36343428.62,149,278856
Whitney,285,0,1439.579776,ID,B01000,IDB01000,ID00285,{66BFD7D7-87B0-404A-9F96-37EB46FDA910},20500.7539,5825795.803,150,278857
North Crane Creek,286,0,422.3361744,ID,B01000,IDB01000,ID00286,{E30F0F34-91BE-4703-89D8-FC1FF54EAE77},5765.25831,1709140.648,151,278858
Middle Creek,287,0,1940.180965,ID,B01000,IDB01000,ID00287,{007D9027-81C7-4078-9315-A68AC7A13BC4},14370.68108,7851664.986,152,278859
Porter Creek,289,0,250.2968338,ID,B01000,IDB01000,ID00289,{3E546E77-CE8C-4D10-8414-619E0F691C4A},6482.183262,1012919.373,153,278860
North Hornet,290,0,274.5340673,ID,B01000,IDB01000,ID00290,{CF070D5B-3840-40E2-8664-34038CF7F23A},5064.217232,1111004.366,154,278861
Hornet Creek,291,0,142.2496593,ID,B01000,IDB01000,ID00291,{C3532CF5-FF96-4F57-A66F-F789DD5EFB1B},3686.079234,575666.2337,155,278862
Thorn Creek,292,0,1261.911261,ID,B01000,IDB01000,ID00292,{435D23E9-4D69-4DFC-AC44-ADE2B8C7D1B3},19138.06728,5106793.974,156,278863
Holland Gulch,298,0,1457.133675,ID,B01000,IDB01000,ID00298,{E880CF1B-0070-457E-90A6-B70DE6ED6D7F},10005.13257,5896834.193,157,278864
Holland Gulch,301,0,5487.515468,ID,B01000,IDB01000,ID00301,{932D66B2-4833-4A34-ABF6-2C12CE45C03D},28482.98111,22207275.42,158,278865
Weiser Cove,302,0,1031.940536,ID,B01000,IDB01000,ID00302,{AB211434-9FF8-4900-981C-0E6A81409561},8888.103084,4176131.771,159,278866
Skow FFR,303,0,2477.933759,ID,B01000,IDB01000,ID00303,{AE9851B3-5DF6-49EA-806A-4D78278B240F},17740.98328,10027881.98,160,278867
Dry Lake,307,0,161.0640894,ID,B01000,IDB01000,ID00307,{8909A5D4-B534-4B47-83D3-D05AA14B614B},3227.427488,651805.8335,161,278868
Boise Front,309,0,13387.18679,ID,B01000,IDB01000,ID00309,{E40D19D6-2D68-45A1-9942-9B2F7EAE59DB},57431.94639,54176238.01,162,278869
No Unit,311,0,6394.551975,ID,B01000,IDB01000,ID00311,{67092892-DAC5-4B7E-A8DE-5364A519C303},34224.96464,25877936.51,163,278870
Fenwick Place,313,0,552.3727825,ID,B01000,IDB01000,ID00313,{02E4676D-6A8B-4452-A215-F352111AF7EC},8293.600001,2235382.221,164,278871
Bingham Place,314,0,42.71674803,ID,B01000,IDB01000,ID00314,{C4C05664-4495-4E3F-84E5-E0EE425C794F},1656.399372,172869.2327,165,278872
Terteling,315,0,41.62107769,ID,B01000,IDB01000,ID00315,{08827D06-C63B-45D9-B2CC-33D3574BA447},1641.961268,168435.1946,166,278873
Oxbow,346,0,24327.30285,ID,B01000,IDB01000,ID00346,{E905CD48-0A8E-4E8F-A494-E184E7A79508},72725.32528,98449492.81,167,278874
Little Rock Creek,347,0,4129.491378,ID,B01000,IDB01000,ID00347,{8154CCDE-DBA9-4747-85FE-27BF8D83C091},21929.06797,16711525.08,168,278875
Minnie Snyder,348,0,4225.208977,ID,B01000,IDB01000,ID00348,{BAFA5DFA-AF38-48BF-83F2-C1A8016B16C7},25104.45523,17098882,169,278876
Mcchord Butte,349,0,34291.86065,ID,B01000,IDB01000,ID00349,{49C7E6C9-07D6-423C-A421-88489C060FF1},80596.20415,138774787.7,170,278877
Lucky Peak,350,0,494.292305,ID,B01000,IDB01000,ID00350,{BF52850D-B5DE-4C01-8833-8C910C962B51},7289.541985,2000337.934,171,278878
Shirts Creek,352,0,722.457034,ID,B01000,IDB01000,ID00352,{C15D4A98-D4DD-4DCC-855D-7878B9CB5576},8124.261739,2923691.5,172,278879
Scott,357,0,86.62571981,ID,I01000,IDI01000,ID00357,{DC31482F-57E5-4207-ADE5-6FE1060E84E7},2777.442302,350563.243,173,278880
WBW,358,0,20872.59603,ID,I01000,IDI01000,ID00358,{E707527F-92BA-44B9-906D-21468A93B59B},81249.03872,84468734.8,174,278881
Castle Butte,359,0,2011.591584,ID,B01100,IDB01100,ID00359,{4A4CE1D6-6744-4E76-939C-625E1D91960F},22092.32923,8140654.654,175,278882
Muleshoe,360,0,29400.42533,ID,I04000,IDI04000,ID00360,{7BDAF4EA-22EC-42D3-B392-D3DD16380254},91316.61037,118979772.7,176,278883
Crane Creek,361,0,30181.75735,ID,B01000,IDB01000,ID00361,{799E8D2A-9453-4C91-9C3A-93FC3D8ED87C},73934.47562,122141723.7,177,278884
Foothills,362,0,8677.763248,ID,B01000,IDB01000,ID00362,{E2853686-4BD6-4346-9D1C-52B089B012A4},36541.6779,35117801.42,178,278885
Drake,363,0,1128.954917,ID,B01000,IDB01000,ID00363,{4FB6C09E-22B8-45DA-9F76-FDFB10EBB0D9},10299.29547,4568736.604,179,278886
Old Craig,365,0,963.772416,ID,B01000,IDB01000,ID00365,{E4D1444B-0E5F-450F-B63C-48AF03FE4E14},9952.347243,3900264.083,180,278887
Callender Individual FFR,371,0,1544.304819,ID,B01000,IDB01000,ID00371,{7DD03B67-A38A-410F-8204-1C82F3FB76EE},12993.38316,6249604.697,181,278888
Goodrich Creek,373,0,849.3052076,ID,B01000,IDB01000,ID00373,{A86FAAE7-E98D-4102-AB45-D666C2EDF6B4},8103.264061,3437029.885,182,278889
Gibson,375,0,250.8723504,ID,B01000,IDB01000,ID00375,{C5BA22E0-C9CC-4B98-8385-F951F489A57F},4538.417089,1015248.415,183,278890
Fry Individual FFR,376,0,361.3928346,ID,B01000,IDB01000,ID00376,{3292E474-B097-4AFB-9020-F5CFFD804365},6050.137184,1462510.723,184,278891
Cow Camp,381,0,328.2166225,ID,B01000,IDB01000,ID00381,{63D1BA47-EDF5-4FF7-B93D-75AEB3971072},5055.601457,1328250.822,185,278892
Beef Trap,382,0,1847.057264,ID,B01000,IDB01000,ID00382,{C50DC0BE-E1B9-4886-96DE-9A5CE142E947},12530.57597,7474805.239,186,278893
Turkey Tracts,385,0,108.6520989,ID,B01000,IDB01000,ID00385,{84D7C2B7-2AEE-47E5-AA6C-30A43C2103C1},3210.583847,439701.1908,187,278894
